flight,step,gap_minutes,gc_gap_km,raw_adsb_dist_km,baseline_dist_km,kalman_dist_km,gru_dist_km,adsc_true_dist_km,baseline_gap_km,kalman_gap_km,gru_gap_km,baseline_dev_km,kalman_dev_km,gru_dev_km,raw_co2_kg,baseline_co2_kg,kalman_co2_kg,gru_co2_kg,adsc_co2_kg
20241008_3c6573_003333_014254,step1_raw_2024-10-01_to_2024-11-01,202.0,3194.0,2480.1,5674.0,5674.1,5906.4,5684.9,3162.5,3194.0,3154.2,0.7,6.4,201.0,47121.0,107807.0,107808.0,112222.0,108013.0
20241008_3c65ab_040337_051258,step1_raw_2024-10-01_to_2024-11-01,214.8,3626.3,2337.6,5963.9,5964.8,6237.1,5967.0,3592.7,3627.2,3588.7,0.9,30.6,257.3,44414.0,113314.0,113331.0,118506.0,113374.0
20241008_400773_224150_002430,step1_raw_2024-10-01_to_2024-11-01,223.5,3287.3,1943.9,5231.2,5232.9,5239.1,5240.3,3258.1,3289.0,3225.5,0.7,41.6,42.7,36934.0,99393.0,99425.0,99542.0,99567.0
20241008_4076e8_055548_070215,step1_raw_2024-10-01_to_2024-11-01,206.8,3330.5,1714.0,5044.5,5067.1,5258.2,5076.1,3298.5,3353.1,3284.8,0.7,149.1,217.1,32566.0,95846.0,96275.0,99906.0,96446.0
20241008_4ca87c_010448_020746,step1_raw_2024-10-01_to_2024-11-01,212.0,3339.9,2873.0,6212.9,6218.4,6440.2,6239.3,3308.6,3345.4,3304.8,0.7,75.6,242.0,54587.0,118046.0,118149.0,122365.0,118548.0
20241008_a05646_034156_045117,step1_raw_2024-10-01_to_2024-11-01,202.5,3235.8,2033.1,5268.9,5277.3,5484.7,5292.9,3203.9,3244.1,3202.2,0.6,92.3,223.0,38629.0,100110.0,100268.0,104210.0,100566.0
20241008_aa99b7_032445_044759,step1_raw_2024-10-01_to_2024-11-01,221.2,3621.4,2113.7,5735.1,5735.9,5831.7,5763.0,3588.8,3622.2,3554.4,0.9,28.5,132.5,40160.0,108968.0,108981.0,110802.0,109497.0
20241008_ac1df7_010929_021849,step1_raw_2024-10-01_to_2024-11-01,238.2,4072.0,3015.0,7087.0,7091.6,7326.0,7096.5,4037.9,4076.6,4032.5,1.1,80.8,240.7,57285.0,134652.0,134741.0,139194.0,134834.0
20241008_c07a14_022130_032822,step1_raw_2024-10-01_to_2024-11-01,213.2,3374.4,1627.0,5001.4,5021.1,5233.9,5033.9,3342.9,3394.2,3328.9,0.7,148.5,244.0,30913.0,95027.0,95402.0,99444.0,95644.0
20241009_39cf04_005601_015822,step1_raw_2024-10-01_to_2024-11-01,203.5,3302.6,1977.7,5280.4,5280.8,5514.3,5286.4,3270.4,3303.0,3267.5,0.7,18.1,240.6,37577.0,100327.0,100335.0,104772.0,100443.0
20241009_39d2ab_011720_022725,step1_raw_2024-10-01_to_2024-11-01,207.2,3482.6,2197.3,5679.9,5683.7,5945.8,5682.7,3449.1,3486.5,3453.8,0.8,65.5,261.0,41748.0,107917.0,107991.0,112970.0,107970.0
20241009_4005ba_012910_032151,step1_raw_2024-10-01_to_2024-11-01,212.0,3438.4,1984.4,5422.8,5425.2,5651.1,5433.6,3406.1,3440.8,3398.4,0.8,50.9,236.8,37703.0,103032.0,103078.0,107372.0,103238.0
20241009_407fcc_023418_034019,step1_raw_2024-10-01_to_2024-11-01,205.5,3318.8,1763.5,5082.3,5082.9,5298.0,5086.1,3286.8,3319.4,3282.4,0.7,22.5,220.7,33506.0,96564.0,96576.0,100662.0,96636.0
20241009_4ca87d_003942_022233,step1_raw_2024-10-01_to_2024-11-01,215.2,3352.0,3118.8,6470.8,6551.6,6726.3,6494.1,3321.0,3432.7,3320.6,0.7,306.5,261.4,59257.0,122946.0,124480.0,127799.0,123388.0
20241009_76cce1_060539_071459,step1_raw_2024-10-01_to_2024-11-01,208.0,3473.1,3510.8,6983.9,6990.2,7250.2,6986.8,3439.8,3479.4,3445.7,0.8,82.9,254.7,66705.0,132694.0,132815.0,137754.0,132749.0
20241009_a2a9c9_050849_061847,step1_raw_2024-10-01_to_2024-11-01,229.5,3430.7,2796.0,6226.7,6226.9,6319.4,6237.5,3401.0,3430.9,3356.1,0.7,16.1,153.7,53123.0,118307.0,118311.0,120068.0,118512.0
20241009_a2b6fd_011930_023017,step1_raw_2024-10-01_to_2024-11-01,216.8,3250.5,1633.0,4883.5,4884.1,5009.8,4883.7,3220.6,3251.1,3185.9,0.7,23.8,165.7,31028.0,92787.0,92798.0,95186.0,92791.0
20241009_ab7613_043207_054127,step1_raw_2024-10-01_to_2024-11-01,213.2,3459.3,1798.8,5258.1,5258.8,5501.5,5260.7,3427.0,3460.0,3428.8,0.8,27.4,239.0,34177.0,99905.0,99918.0,104528.0,99953.0
20241009_ac1076_033715_051419,step1_raw_2024-10-01_to_2024-11-01,224.5,3690.4,2255.5,5945.9,5946.9,6064.4,5959.4,3657.6,3691.4,3621.8,0.9,34.5,160.5,42854.0,112972.0,112991.0,115224.0,113229.0
20241009_c023bd_043633_054331,step1_raw_2024-10-01_to_2024-11-01,214.2,3544.8,2398.9,5943.7,5985.2,6224.8,5979.0,3511.8,3586.3,3519.5,0.8,222.1,272.6,45579.0,112930.0,113718.0,118271.0,113601.0
20241010_394a18_003158_013539,step1_raw_2024-10-01_to_2024-11-01,212.8,3514.4,2025.7,5540.2,5550.1,5807.7,5571.5,3481.6,3524.4,3483.5,0.8,101.1,257.8,38489.0,105263.0,105452.0,110347.0,105858.0
20241010_4076e8_055002_065028,step1_raw_2024-10-01_to_2024-11-01,210.2,3315.5,1782.1,5097.7,5141.2,5307.7,5157.7,3284.1,3359.0,3280.1,0.7,218.6,227.5,33861.0,96855.0,97682.0,100846.0,97995.0
20241010_407f2b_064011_075111,step1_raw_2024-10-01_to_2024-11-01,202.2,3256.0,1916.0,5172.0,5208.0,5408.3,5216.0,3223.9,3292.0,3218.3,0.7,194.0,234.7,36405.0,98268.0,98953.0,102757.0,99103.0
20241010_407fcc_050904_063346,step1_raw_2024-10-01_to_2024-11-01,202.5,3447.3,2009.3,5456.7,5465.9,5695.4,5487.9,3413.4,3456.6,3406.0,0.8,100.8,236.2,38177.0,103676.0,103852.0,108213.0,104270.0
20241010_4b1887_054647_065608,step1_raw_2024-10-01_to_2024-11-01,218.5,3490.9,2538.8,6029.8,6037.6,6281.0,6049.4,3459.1,3498.8,3456.3,0.8,95.6,248.6,48238.0,114566.0,114714.0,119339.0,114940.0
20241010_4bb0f3_002234_013207,step1_raw_2024-10-01_to_2024-11-01,258.5,4419.9,2497.6,6917.5,6952.7,7165.1,6974.3,4385.7,4455.0,4392.3,1.3,238.7,252.1,47455.0,131433.0,132101.0,136138.0,132511.0
20241010_89644c_233515_004815,step1_raw_2024-10-01_to_2024-11-01,230.5,3979.0,3347.3,7326.3,7328.7,7617.8,7345.5,3944.5,3981.4,3949.3,1.1,56.7,273.1,63599.0,139199.0,139245.0,144739.0,139564.0
20241010_aaf82e_224555_003410,step1_raw_2024-10-01_to_2024-11-01,239.2,3543.0,2439.5,5982.4,6002.3,6085.1,6010.9,3513.4,3562.8,3472.9,0.8,158.1,168.7,46350.0,113666.0,114043.0,115616.0,114207.0
20241010_ac0cab_032428_043149,step1_raw_2024-10-01_to_2024-11-01,250.0,4323.8,1645.4,5969.2,5984.3,6115.7,5976.2,4289.3,4338.9,4269.2,1.3,150.7,179.1,31263.0,113414.0,113701.0,116199.0,113547.0
20241010_c01a61_021912_043501,step1_raw_2024-10-01_to_2024-11-01,216.5,3540.8,2956.6,6497.4,6547.1,6756.6,6555.6,3508.1,3590.4,3508.9,0.8,246.3,267.0,56176.0,123450.0,124394.0,128376.0,124557.0
20241011_39cf0b_051924_062008,step1_raw_2024-10-01_to_2024-11-01,201.0,3397.3,2108.4,5505.7,5532.5,5734.5,5535.9,3363.7,3424.1,3358.9,0.7,166.9,244.9,40059.0,104608.0,105117.0,108955.0,105182.0
20241011_39d2a3_025552_040846,step1_raw_2024-10-01_to_2024-11-01,190.2,3194.6,2294.4,5489.0,5500.7,5734.7,5518.3,3161.2,3206.3,3161.4,0.7,104.8,243.0,43594.0,104291.0,104513.0,108959.0,104847.0
20241011_400772_031632_050202,step1_raw_2024-10-01_to_2024-11-01,194.2,3230.2,2208.8,5439.1,5453.7,5651.0,5470.8,3197.1,3244.9,3184.5,0.7,119.1,222.0,41968.0,103342.0,103620.0,107369.0,103945.0
20241011_40797c_012138_024450,step1_raw_2024-10-01_to_2024-11-01,202.0,3380.0,1959.5,5339.5,5355.6,5589.5,5373.2,3346.7,3396.1,3347.3,0.7,127.8,232.0,37230.0,101450.0,101757.0,106200.0,102090.0
20241011_4080bb_051313_062233,step1_raw_2024-10-01_to_2024-11-01,195.0,3242.3,2045.3,5287.7,5302.1,5514.8,5319.3,3209.3,3256.8,3200.6,0.7,116.2,225.2,38861.0,100466.0,100740.0,104780.0,101066.0
20241011_484411_023921_034841,step1_raw_2024-10-01_to_2024-11-01,199.0,3202.5,2211.8,5414.4,5414.4,5599.4,5416.7,3170.5,3202.5,3149.4,0.6,1.8,201.8,42025.0,102873.0,102873.0,106389.0,102918.0
20241011_4bb0ea_002050_013010,step1_raw_2024-10-01_to_2024-11-01,208.2,3498.2,3332.0,6830.1,6837.4,7067.3,6866.4,3464.7,3505.4,3463.4,0.8,89.8,251.6,63308.0,129773.0,129910.0,134279.0,130462.0
20241011_76cce1_062012_072837,step1_raw_2024-10-01_to_2024-11-01,207.8,3491.9,3446.1,6938.0,6952.4,7240.5,6972.0,3458.5,3506.3,3477.3,0.8,120.9,279.6,65476.0,131823.0,132096.0,137569.0,132469.0
20241011_a75da8_020431_031857,step1_raw_2024-10-01_to_2024-11-01,211.8,3669.6,3858.2,7527.9,7528.3,7781.4,7539.0,3635.2,3670.0,3616.8,0.9,19.9,252.7,73307.0,143029.0,143037.0,147847.0,143241.0
20241011_c023bd_031443_041803,step1_raw_2024-10-01_to_2024-11-01,212.8,3395.8,2769.4,6165.2,6243.8,6469.0,6213.4,3364.0,3474.4,3379.8,0.8,298.3,282.4,52619.0,117138.0,118632.0,122910.0,118054.0
20241012_39d2a2_010203_021202,step1_raw_2024-10-01_to_2024-11-01,181.2,3178.4,2407.0,5585.3,5589.7,5856.0,5601.0,3143.4,3182.8,3147.7,0.7,61.4,254.6,45733.0,106122.0,106205.0,111264.0,106419.0
20241012_39d2a5_054409_065330,step1_raw_2024-10-01_to_2024-11-01,187.8,3237.9,2321.9,5559.8,5559.8,5844.8,5569.0,3203.6,3237.9,3230.6,0.7,4.8,270.9,44116.0,105636.0,105637.0,111051.0,105810.0
20241012_3c6570_011005_023533,step1_raw_2024-10-01_to_2024-11-01,192.2,3233.5,2640.4,5874.0,5875.4,6105.7,5887.0,3200.0,3235.0,3193.1,0.7,36.7,230.8,50168.0,111605.0,111633.0,116009.0,111852.0
20241012_4006c2_034246_045734,step1_raw_2024-10-01_to_2024-11-01,192.0,3239.5,2046.7,5286.3,5287.0,5567.7,5300.4,3206.0,3240.3,3236.4,0.7,25.3,268.2,38888.0,100439.0,100453.0,105785.0,100708.0
20241012_4006c4_031612_041730,step1_raw_2024-10-01_to_2024-11-01,197.2,3328.3,1978.3,5306.6,5307.6,5529.3,5319.0,3294.7,3329.4,3302.3,0.7,32.0,236.5,37587.0,100825.0,100845.0,105058.0,101061.0
20241012_407944_021131_032007,step1_raw_2024-10-01_to_2024-11-01,192.2,3305.7,1837.7,5143.5,5144.6,5440.7,5170.6,3271.5,3306.8,3305.6,0.7,33.1,273.8,34917.0,97726.0,97747.0,103374.0,98241.0
20241012_40797c_011641_022601,step1_raw_2024-10-01_to_2024-11-01,183.2,3193.1,2029.4,5222.5,5225.5,5483.3,5233.4,3158.4,3196.1,3158.8,0.7,50.9,240.9,38559.0,99227.0,99284.0,104183.0,99434.0
20241012_4080bb_053440_064400,step1_raw_2024-10-01_to_2024-11-01,190.5,3306.7,1843.3,5149.9,5161.1,5433.6,5175.2,3272.0,3317.8,3296.0,0.7,105.9,264.2,35022.0,97849.0,98061.0,103238.0,98329.0
20241012_4d0112_051718_062638,step1_raw_2024-10-01_to_2024-11-01,193.0,3380.5,2309.8,5690.4,5717.5,5954.0,5718.6,3345.7,3407.6,3348.6,0.7,164.7,263.2,43887.0,108117.0,108632.0,113126.0,108653.0
20241012_aa6b9f_051006_061927,step1_raw_2024-10-01_to_2024-11-01,262.8,4450.1,2061.6,6511.8,6547.4,6756.0,6565.9,4416.4,4485.8,4422.3,1.3,237.0,252.4,39171.0,123724.0,124400.0,128364.0,124752.0
20241012_ab6afa_043407_054337,step1_raw_2024-10-01_to_2024-11-01,209.2,3671.9,3473.9,7145.9,7145.9,7378.2,7146.2,3637.0,3671.9,3609.4,0.9,0.8,232.6,66005.0,135772.0,135772.0,140186.0,135778.0
20241012_ac1df7_040923_051843,step1_raw_2024-10-01_to_2024-11-01,213.5,3720.8,3045.3,6766.1,6774.6,7020.9,6795.2,3686.2,3729.3,3682.5,0.9,92.0,253.0,57861.0,128556.0,128717.0,133398.0,129109.0
20241013_0101db_001641_013953,step1_raw_2024-10-01_to_2024-11-01,236.2,4366.4,2876.2,7242.6,7261.1,7580.5,7274.9,4329.6,4384.9,4357.8,1.3,168.3,294.1,54648.0,137610.0,137961.0,144029.0,138223.0
20241013_06a12d_051007_061626,step1_raw_2024-10-01_to_2024-11-01,178.5,3205.2,3958.0,7163.2,7165.9,7510.6,7177.0,3169.3,3207.9,3204.2,0.7,49.2,286.0,75203.0,136101.0,136153.0,142702.0,136362.0
20241013_3c6518_230013_001127,step1_raw_2024-10-01_to_2024-11-01,254.2,3695.7,1691.7,5387.4,5391.4,5460.4,5388.9,3666.7,3699.7,3630.3,0.8,73.8,146.7,32142.0,102360.0,102437.0,103747.0,102390.0
20241013_3c6570_011817_023102,step1_raw_2024-10-01_to_2024-11-01,196.2,3429.3,2638.4,6067.7,6072.7,6328.1,6089.3,3394.4,3434.2,3392.8,0.8,71.7,239.9,50130.0,115286.0,115380.0,120233.0,115696.0
20241013_40797c_012050_023640,step1_raw_2024-10-01_to_2024-11-01,175.0,3198.7,2135.4,5334.1,5338.8,5630.9,5349.1,3162.4,3203.4,3180.2,0.7,60.4,270.5,40573.0,101349.0,101438.0,106988.0,101633.0
20241013_4844ef_014455_035942,step1_raw_2024-10-01_to_2024-11-01,277.5,4175.7,1070.1,5245.8,5249.1,5263.2,5311.3,4145.8,4179.0,4116.8,1.1,69.7,165.0,20332.0,99670.0,99732.0,100002.0,100915.0
20241013_4bb46f_021520_033432,step1_raw_2024-10-01_to_2024-11-01,241.8,3387.3,2264.1,5651.4,5702.8,5748.0,5688.4,3359.4,3438.7,3318.8,0.7,248.3,167.9,43018.0,107377.0,108353.0,109213.0,108079.0
20241013_896598_225452_003053,step1_raw_2024-10-01_to_2024-11-01,199.5,3668.9,3483.7,7152.6,7157.8,7388.4,7174.0,3632.4,3674.2,3608.4,0.9,67.8,245.2,66189.0,135899.0,135999.0,140380.0,136306.0
20241013_a0a545_233009_005321,step1_raw_2024-10-01_to_2024-11-01,249.5,4533.0,2922.5,7455.5,7513.8,7765.7,7484.8,4496.9,4591.2,4523.7,1.4,302.6,289.1,55528.0,141655.0,142762.0,147549.0,142211.0
20241013_a65092_004324_015246,step1_raw_2024-10-01_to_2024-11-01,241.0,4389.7,1469.7,5859.4,5891.7,6150.6,5932.8,4353.5,4422.1,4377.5,1.3,222.5,237.6,27924.0,111329.0,111943.0,116862.0,112724.0
20241013_a74ecc_015257_031609,step1_raw_2024-10-01_to_2024-11-01,195.0,3599.0,3685.6,7284.5,7288.7,7519.6,7314.3,3562.2,3603.2,3558.2,0.9,66.0,253.6,70026.0,138406.0,138486.0,142872.0,138973.0
20241013_ab6737_041357_054535,step1_raw_2024-10-01_to_2024-11-01,192.8,3617.9,3791.4,7409.3,7409.6,7527.4,7413.1,3580.6,3618.2,3524.5,0.9,17.7,174.3,72037.0,140777.0,140783.0,143020.0,140849.0
20241013_c01754_020446_033057,step1_raw_2024-10-01_to_2024-11-01,181.0,3203.0,2263.0,5466.0,5487.2,5784.7,5499.1,3167.8,3224.2,3196.2,0.7,136.0,282.2,42998.0,103854.0,104257.0,109909.0,104483.0
20241013_c023bd_020843_034419,step1_raw_2024-10-01_to_2024-11-01,195.0,3321.3,2687.2,6008.5,6024.0,6327.2,6045.3,3287.4,3336.9,3323.9,0.7,122.1,279.1,51056.0,114162.0,114457.0,120217.0,114860.0
20241014_06a126_050639_061447,step1_raw_2024-10-01_to_2024-11-01,188.2,3385.5,3490.3,6875.8,6914.1,7140.4,6914.9,3349.6,3423.8,3349.8,0.7,199.5,252.6,66316.0,130640.0,131368.0,135668.0,131383.0
20241014_346057_003600_020226,step1_raw_2024-10-01_to_2024-11-01,231.5,4360.2,1205.6,5565.8,5571.1,5594.6,5578.7,4322.8,4365.5,4277.2,1.3,82.7,58.6,22906.0,105750.0,105852.0,106297.0,105996.0
20241014_39d2a2_002818_013740,step1_raw_2024-10-01_to_2024-11-01,191.8,3428.8,2084.0,5512.9,5517.8,5786.5,5531.4,3393.3,3433.7,3412.8,0.8,66.8,273.7,39597.0,104744.0,104838.0,109944.0,105097.0
20241014_4005ba_043410_054339,step1_raw_2024-10-01_to_2024-11-01,188.5,3309.1,2169.5,5478.5,5486.1,5717.0,5504.0,3274.1,3316.6,3264.3,0.7,86.0,233.2,41220.0,104092.0,104235.0,108622.0,104575.0
20241014_4aca65_015427_030411,step1_raw_2024-10-01_to_2024-11-01,245.5,4004.1,1957.0,5961.0,5973.0,6154.1,5999.8,3971.7,4016.0,3982.0,0.9,121.9,216.4,37182.0,113260.0,113486.0,116928.0,113995.0
20241014_4d0112_043745_054705,step1_raw_2024-10-01_to_2024-11-01,195.2,3461.3,2361.7,5823.0,5841.0,6078.6,5848.0,3426.0,3479.3,3421.2,0.8,137.8,249.9,44871.0,110637.0,110979.0,115494.0,111111.0
20241014_7380c7_021928_033340,step1_raw_2024-10-01_to_2024-11-01,233.0,3441.1,2803.7,6244.8,6268.8,6338.1,6282.8,3411.7,3465.1,3362.0,0.7,167.0,177.3,53270.0,118652.0,119107.0,120424.0,119373.0
20241014_8963e9_052941_064151,step1_raw_2024-10-01_to_2024-11-01,102.8,1558.7,910.6,2469.3,2474.2,2520.5,2471.0,1528.8,1563.6,1527.8,0.1,22.0,52.1,17301.0,46917.0,47009.0,47889.0,46950.0
20241014_a05646_020656_031705,step1_raw_2024-10-01_to_2024-11-01,180.8,3212.6,2383.3,5595.9,5601.1,5895.8,5612.0,3177.3,3217.8,3201.9,0.7,62.2,273.9,45282.0,106322.0,106421.0,112019.0,106627.0
20241014_a137df_024426_035138,step1_raw_2024-10-01_to_2024-11-01,257.5,4504.6,679.4,5184.0,5202.1,5282.7,5205.9,4469.8,4522.7,4447.1,1.4,168.8,185.4,12909.0,98495.0,98839.0,100370.0,98913.0
20241014_ab6afa_032319_050023,step1_raw_2024-10-01_to_2024-11-01,242.8,4382.1,1261.9,5644.0,5651.1,5937.1,5721.9,4346.2,4389.2,4367.4,1.3,102.3,261.2,23976.0,107236.0,107370.0,112804.0,108716.0
20241014_c01a61_014144_031258,step1_raw_2024-10-01_to_2024-11-01,201.0,3463.3,3379.4,6842.7,6845.4,7146.2,6897.7,3429.0,3466.1,3452.1,0.8,54.1,275.8,64209.0,130011.0,130064.0,135777.0,131056.0
20241014_c023aa_035023_050236,step1_raw_2024-10-01_to_2024-11-01,201.5,3429.9,2354.7,5784.6,5819.4,6065.8,5848.7,3396.1,3464.7,3409.7,0.8,184.0,263.7,44739.0,109907.0,110568.0,115249.0,111125.0
20241014_c023bd_011814_022935,step1_raw_2024-10-01_to_2024-11-01,204.2,3455.8,2594.9,6050.7,6081.9,6341.4,6117.8,3422.1,3487.1,3438.1,0.8,186.3,260.3,49302.0,114963.0,115556.0,120486.0,116238.0
20241015_4005b9_051857_063317,step1_raw_2024-10-01_to_2024-11-01,198.8,3297.8,2104.9,5402.7,5405.8,5605.1,5412.8,3264.9,3300.9,3245.3,0.7,51.4,213.0,39992.0,102651.0,102710.0,106497.0,102842.0
20241015_4005bd_023332_034254,step1_raw_2024-10-01_to_2024-11-01,208.8,3382.7,1646.5,5029.2,5036.4,5234.4,5056.9,3350.5,3389.8,3342.1,0.7,85.0,209.8,31284.0,95555.0,95691.0,99453.0,96081.0
20241015_405bfd_023426_035544,step1_raw_2024-10-01_to_2024-11-01,261.5,4341.4,1198.8,5540.3,5555.4,5802.5,5617.2,4308.4,4356.6,4326.1,1.2,150.6,211.2,22778.0,105265.0,105553.0,110248.0,106727.0
20241015_407af3_015341_030302,step1_raw_2024-10-01_to_2024-11-01,206.0,3341.4,1836.2,5177.6,5201.4,5369.1,5211.8,3309.1,3365.3,3293.7,0.7,157.0,206.5,34887.0,98374.0,98827.0,102013.0,99025.0
20241015_407fcd_022019_033920,step1_raw_2024-10-01_to_2024-11-01,201.5,3437.6,2000.5,5438.1,5443.4,5667.5,5458.7,3403.7,3442.9,3388.9,0.8,68.8,225.4,38010.0,103324.0,103425.0,107682.0,103716.0
20241015_4080b6_054754_071106,step1_raw_2024-10-01_to_2024-11-01,199.5,3294.1,1806.7,5100.8,5106.3,5317.3,5127.1,3261.3,3299.7,3253.1,0.7,69.0,217.2,34326.0,96914.0,97021.0,101028.0,97416.0
20241015_4b187f_045759_061944,step1_raw_2024-10-01_to_2024-11-01,268.5,4512.4,1658.9,6171.3,6171.3,6348.4,6206.1,4478.8,4512.4,4458.0,1.4,0.0,203.0,31519.0,117254.0,117254.0,120620.0,117916.0
20241015_4bb0f2_051914_062627,step1_raw_2024-10-01_to_2024-11-01,261.5,4576.0,2500.7,7076.7,7110.4,7379.5,7128.4,4541.2,4609.7,4566.1,1.4,234.8,265.7,47513.0,134458.0,135097.0,140211.0,135439.0
20241015_a1c132_224149_011537,step1_raw_2024-10-01_to_2024-11-01,280.8,3291.9,1492.3,4784.1,4797.6,4964.7,4801.1,3268.5,3305.3,3260.5,0.7,126.0,130.9,28353.0,90899.0,91154.0,94330.0,91222.0
20241015_c0173a_013920_033634,step1_raw_2024-10-01_to_2024-11-01,206.8,3379.3,1667.6,5046.9,5071.2,5268.3,5094.6,3346.8,3403.6,3336.5,0.7,156.3,221.2,31684.0,95891.0,96354.0,100097.0,96797.0
20241015_c023bd_013241_024815,step1_raw_2024-10-01_to_2024-11-01,207.8,3408.2,2399.8,5808.0,5831.5,6023.8,5855.6,3375.6,3431.7,3362.8,0.7,154.6,218.2,45596.0,110351.0,110798.0,114453.0,111256.0
20241016_4b187c_033759_044727,step1_raw_2024-10-01_to_2024-11-01,273.2,4439.1,1331.7,5770.8,5790.9,5949.7,5830.5,4406.7,4459.2,4402.0,1.3,180.8,187.1,25302.0,109645.0,110027.0,113044.0,110780.0
20241016_4bb199_033855_045608,step1_raw_2024-10-01_to_2024-11-01,271.5,4041.6,2288.9,6330.5,6349.8,6343.5,6417.2,4011.9,4060.8,3979.3,1.0,163.4,122.0,43490.0,120279.0,120645.0,120526.0,121928.0
20241016_ac17e6_050004_061112,step1_raw_2024-10-01_to_2024-11-01,201.2,3384.5,2472.7,5857.2,5889.1,6059.8,5881.2,3351.0,3416.4,3364.8,0.7,185.4,192.5,46981.0,111287.0,111893.0,115137.0,111742.0
20241017_400772_035743_051905,step1_raw_2024-10-01_to_2024-11-01,189.8,3459.2,1959.8,5419.0,5424.8,5642.4,5438.7,3423.0,3465.0,3406.5,0.8,72.5,220.7,37236.0,102961.0,103071.0,107206.0,103334.0
20241017_407979_053410_065032,step1_raw_2024-10-01_to_2024-11-01,183.5,3357.7,2059.9,5417.7,5423.4,5641.1,5434.8,3321.4,3363.5,3306.3,0.7,63.4,225.2,39139.0,102936.0,103044.0,107180.0,103261.0
20241017_407af5_053505_064309,step1_raw_2024-10-01_to_2024-11-01,187.0,3360.2,1768.8,5129.0,5157.3,5350.9,5172.0,3324.4,3388.5,3318.2,0.7,165.6,217.4,33607.0,97451.0,97988.0,101666.0,98268.0
20241017_407fcd_021027_031350,step1_raw_2024-10-01_to_2024-11-01,185.8,3375.5,2060.4,5435.9,5441.7,5672.0,5453.8,3339.4,3381.3,3330.6,0.7,69.1,226.5,39147.0,103282.0,103392.0,107767.0,103622.0
20241017_4b1884_031938_042317,step1_raw_2024-10-01_to_2024-11-01,196.0,3456.1,2620.8,6076.8,6079.9,6240.5,6085.7,3421.0,3459.2,3412.5,0.8,55.1,230.3,49794.0,115460.0,115519.0,118569.0,115629.0
20241017_a0a545_024230_034315,step1_raw_2024-10-01_to_2024-11-01,191.0,3497.7,2212.5,5710.2,5718.0,5958.2,5731.0,3461.2,3505.5,3456.9,0.8,87.6,232.7,42038.0,108494.0,108643.0,113205.0,108888.0
20241017_a254da_034737_045201,step1_raw_2024-10-01_to_2024-11-01,176.5,3209.5,2109.6,5319.1,5320.9,5554.2,5331.9,3173.2,3211.2,3163.4,0.7,39.1,222.7,40083.0,101064.0,101096.0,105530.0,101306.0
20241017_a748bc_035856_050817,step1_raw_2024-10-01_to_2024-11-01,189.2,3483.3,3182.5,6665.8,6672.8,6899.5,6683.3,3446.7,3490.3,3447.7,0.8,83.9,256.3,60467.0,126650.0,126783.0,131091.0,126982.0
20241017_ac142e_010305_022614,step1_raw_2024-10-01_to_2024-11-01,203.0,3650.5,3687.1,7337.6,7337.7,7485.1,7338.1,3614.7,3650.6,3576.2,0.9,12.1,187.3,70054.0,139414.0,139417.0,142218.0,139425.0
20241017_ac142e_010305_022614,step1_raw_2024-11-01_to_2024-11-10,203.0,3650.5,3687.1,7337.6,7337.7,7485.1,7338.1,3614.7,3650.6,3576.2,0.9,12.1,187.3,70054.0,139414.0,139417.0,142218.0,139425.0
20241111_4005bb_220807_233120,step1_raw_2024-11-01_to_2024-12-01,234.5,3269.1,1947.0,5216.2,5218.1,5579.6,5234.2,3241.3,3271.1,3274.1,0.7,46.6,246.7,36994.0,99107.0,99144.0,106012.0,99451.0
20241111_5002fc_223205_235324,step1_raw_2024-11-01_to_2024-12-01,228.2,3173.9,2016.2,5190.1,5216.9,5280.1,5201.5,3146.2,3200.7,3135.4,0.6,170.5,78.8,38307.0,98611.0,99121.0,100323.0,98828.0
20241112_0101de_214049_225454,step1_raw_2024-11-01_to_2024-12-01,238.5,4240.2,2607.0,6847.2,6847.7,7066.2,6847.7,4204.7,4240.7,4230.0,1.0,27.2,223.7,49533.0,130096.0,130106.0,134257.0,130107.0
20241112_3c6518_002242_013340,step1_raw_2024-11-01_to_2024-12-01,209.0,3402.4,2461.9,5864.2,5871.5,6046.0,5865.8,3370.0,3409.6,3356.9,0.7,85.9,194.6,46776.0,111421.0,111558.0,114873.0,111449.0
20241112_400774_221633_233021,step1_raw_2024-11-01_to_2024-12-01,216.8,3316.9,1938.5,5255.3,5285.4,5549.9,5296.7,3286.4,3346.9,3304.8,0.7,176.3,230.2,36831.0,99851.0,100422.0,105449.0,100638.0
20241112_4067f8_042441_052936,step1_raw_2024-11-01_to_2024-12-01,198.2,3205.4,1688.5,4893.8,4902.3,5106.8,4897.5,3173.2,3213.8,3162.5,0.6,90.0,188.3,32081.0,92983.0,93143.0,97030.0,93052.0
20241112_440b9b_234616_010255,step1_raw_2024-11-01_to_2024-12-01,302.8,3837.2,1200.5,5037.7,5074.5,5158.1,5061.8,3811.9,3873.9,3794.1,0.9,227.9,197.2,22810.0,95716.0,96415.0,98004.0,96174.0
20241112_a7563a_015246_030207,step1_raw_2024-11-01_to_2024-12-01,198.8,3294.4,2298.5,5592.8,5598.0,5780.0,5595.6,3261.4,3299.6,3255.3,0.7,67.3,210.3,43671.0,106264.0,106363.0,109820.0,106317.0
